Gene stable ID	Transcript stable ID	Gene name	KEGG Pathway and Enzyme ID	NCBI gene ID
ENSMUSG00000021458	ENSMUST00000222907	Aopep		
ENSMUSG00000062761	ENSMUST00000201450	Zfp512		269639
ENSMUSG00000040296	ENSMUST00000037907	Ddx58		
ENSMUSG00000062761	ENSMUST00000202244	Zfp512		269639
ENSMUSG00000012640	ENSMUST00000135130	Zfp715		69930
ENSMUSG00000075316	ENSMUST00000100064	Scn9a		20274
ENSMUSG00000061977	ENSMUST00000072404	Tas2r104		387340
ENSMUSG00000038070	ENSMUST00000047023	Cntln		338349
ENSMUSG00000053211	ENSMUST00000189888	Zfy1		22767
ENSMUSG00000021458	ENSMUST00000222282	Aopep		
ENSMUSG00000038070	ENSMUST00000107190	Cntln		338349
ENSMUSG00000062761	ENSMUST00000200782	Zfp512		269639
ENSMUSG00000053091	ENSMUST00000077967	Lins1		72635
ENSMUSG00000038070	ENSMUST00000102819	Cntln		338349
ENSMUSG00000051153	ENSMUST00000053652	Tas2r105		57252
ENSMUSG00000021458	ENSMUST00000222929	Aopep		
ENSMUSG00000075316	ENSMUST00000112354	Scn9a		20274
ENSMUSG00000053211	ENSMUST00000065545	Zfy1		22767
ENSMUSG00000024903	ENSMUST00000058651	Lao1		100470
ENSMUSG00000095295	ENSMUST00000181562	Gm3488		100041735
ENSMUSG00000027720	ENSMUST00000029275	Il2		16183
ENSMUSG00000019577	ENSMUST00000019721	Pdk4		27273
ENSMUSG00000038070	ENSMUST00000169371	Cntln		338349
ENSMUSG00000063478	ENSMUST00000080619	Tas2r114		387346
ENSMUSG00000095295	ENSMUST00000178220	Gm3488		100041735
ENSMUSG00000019577	ENSMUST00000203347	Pdk4		27273
ENSMUSG00000108622	ENSMUST00000223070	Gm36864		102640913
ENSMUSG00000097853	ENSMUST00000181880	Gm3532		
ENSMUSG00000108622	ENSMUST00000222162	Gm36864		102640913
ENSMUSG00000040006	ENSMUST00000039763	Ginm1		215751
ENSMUSG00000099787	ENSMUST00000238109	Vmn1r192		
ENSMUSG00000037210	ENSMUST00000180376	Fam193a		231128
ENSMUSG00000108622	ENSMUST00000205530	Gm36864		102640913
ENSMUSG00000021940	ENSMUST00000022508	Ptpn20		19256
ENSMUSG00000075316	ENSMUST00000164384	Scn9a		20274
ENSMUSG00000037210	ENSMUST00000202503	Fam193a		231128
ENSMUSG00000099787	ENSMUST00000072632	Vmn1r192		
ENSMUSG00000053091	ENSMUST00000130161	Lins1		72635
ENSMUSG00000021339	ENSMUST00000021772	Mrs2		380836
ENSMUSG00000037210	ENSMUST00000201005	Fam193a		231128
ENSMUSG00000053091	ENSMUST00000133771	Lins1		72635
ENSMUSG00000040006	ENSMUST00000124838	Ginm1		215751
ENSMUSG00000037210	ENSMUST00000181379	Fam193a		231128
ENSMUSG00000022519	ENSMUST00000090500	Srl		106393
ENSMUSG00000021940	ENSMUST00000227887	Ptpn20		19256
ENSMUSG00000053091	ENSMUST00000065323	Lins1		72635
ENSMUSG00000094695	ENSMUST00000238203	Gm21953		621580
ENSMUSG00000094695	ENSMUST00000238203	Gm21953		100862220
ENSMUSG00000075316	ENSMUST00000100063	Scn9a		20274
ENSMUSG00000037210	ENSMUST00000094867	Fam193a		231128
ENSMUSG00000024758	ENSMUST00000088169	Rtn3		20168
ENSMUSG00000021940	ENSMUST00000226512	Ptpn20		19256
ENSMUSG00000053091	ENSMUST00000132351	Lins1		72635
ENSMUSG00000075316	ENSMUST00000169900	Scn9a		20274
ENSMUSG00000094695	ENSMUST00000108002	Gm21953		621580
ENSMUSG00000094695	ENSMUST00000108002	Gm21953		100862220
ENSMUSG00000040006	ENSMUST00000065124	Ginm1		215751
ENSMUSG00000028062	ENSMUST00000029698	Lamtor2		
ENSMUSG00000053091	ENSMUST00000153773	Lins1		72635
ENSMUSG00000038782	ENSMUST00000236952	1700028J19Rik		
ENSMUSG00000053091	ENSMUST00000133199	Lins1		72635
ENSMUSG00000096761	ENSMUST00000173886	Vmn1r245		435946
ENSMUSG00000038782	ENSMUST00000237383	1700028J19Rik		
ENSMUSG00000078218	ENSMUST00000140300	Btbd35f3		
ENSMUSG00000040296	ENSMUST00000142055	Ddx58		
ENSMUSG00000022519	ENSMUST00000023161	Srl		106393
ENSMUSG00000028062	ENSMUST00000119002	Lamtor2		
ENSMUSG00000031028	ENSMUST00000033341	Tub		22141
ENSMUSG00000037752	ENSMUST00000045550	Xkr8		381560
ENSMUSG00000038782	ENSMUST00000206366	1700028J19Rik		
ENSMUSG00000031028	ENSMUST00000119474	Tub		22141
ENSMUSG00000024758	ENSMUST00000088171	Rtn3		20168
ENSMUSG00000061731	ENSMUST00000077273	Ext1	00534+2.4.1.224+2.4.1.225	
ENSMUSG00000094023	ENSMUST00000178768	Trav7d-4		
ENSMUSG00000038782	ENSMUST00000206686	1700028J19Rik		
ENSMUSG00000007721	ENSMUST00000007865	Ccdc124		234388
ENSMUSG00000038782	ENSMUST00000037220	1700028J19Rik		
ENSMUSG00000024758	ENSMUST00000065304	Rtn3		20168
ENSMUSG00000007721	ENSMUST00000212680	Ccdc124		234388
ENSMUSG00000042121	ENSMUST00000159592	Ssh1	04658+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000159592	Ssh1	04660+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000159592	Ssh1	05235+3.1.3.16	231637
ENSMUSG00000048330	ENSMUST00000147580	Ric3		320360
ENSMUSG00000054932	ENSMUST00000042755	Afp		11576
ENSMUSG00000042121	ENSMUST00000112298	Ssh1	04658+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000112298	Ssh1	04660+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000112298	Ssh1	05235+3.1.3.16	231637
ENSMUSG00000061731	ENSMUST00000133362	Ext1		
ENSMUSG00000054932	ENSMUST00000200693	Afp		11576
ENSMUSG00000054409	ENSMUST00000067469	Tmem74		239408
ENSMUSG00000076770	ENSMUST00000103580	Trav8d-1		
ENSMUSG00000069189	ENSMUST00000222487	Zdhhc11		71164
ENSMUSG00000041935	ENSMUST00000046633	AW549877		106064
ENSMUSG00000042121	ENSMUST00000077689	Ssh1	04658+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000077689	Ssh1	04660+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000077689	Ssh1	05235+3.1.3.16	231637
ENSMUSG00000024758	ENSMUST00000025667	Rtn3		20168
ENSMUSG00000100608	ENSMUST00000188269	Gm21996		
ENSMUSG00000096478	ENSMUST00000178426	Trav9d-1		
ENSMUSG00000024758	ENSMUST00000235593	Rtn3		20168
ENSMUSG00000069189	ENSMUST00000091493	Zdhhc11		71164
ENSMUSG00000036611	ENSMUST00000040677	Eepd1		67484
ENSMUSG00000042121	ENSMUST00000159510	Ssh1		231637
ENSMUSG00000095426	ENSMUST00000180687	Trav6d-5		
ENSMUSG00000050921	ENSMUST00000053375	P2ry10		78826
ENSMUSG00000096145	ENSMUST00000033074	Vkorc1	00130+1.17.4.4	27973
ENSMUSG00000042121	ENSMUST00000162396	Ssh1	04658+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000162396	Ssh1	04660+3.1.3.16	231637
ENSMUSG00000042121	ENSMUST00000162396	Ssh1	05235+3.1.3.16	231637
ENSMUSG00000042215	ENSMUST00000044691	Bag2		213539
ENSMUSG00000069189	ENSMUST00000222951	Zdhhc11		71164
ENSMUSG00000079513	ENSMUST00000113958	4932429P05Rik		
ENSMUSG00000096145	ENSMUST00000206053	Vkorc1	00130+1.17.4.4	27973
ENSMUSG00000050921	ENSMUST00000150494	P2ry10		78826
ENSMUSG00000096145	ENSMUST00000119922	Vkorc1	00130+1.17.4.4	27973
ENSMUSG00000050921	ENSMUST00000118666	P2ry10		78826
ENSMUSG00000042215	ENSMUST00000187602	Bag2		213539
ENSMUSG00000092021	ENSMUST00000100960	Gbp11		
ENSMUSG00000094792	ENSMUST00000103646	Trav10d		
ENSMUSG00000063953	ENSMUST00000080898	Amd2	00270+4.1.1.50	100041585
ENSMUSG00000063953	ENSMUST00000080898	Amd2	00330+4.1.1.50	100041585
ENSMUSG00000092021	ENSMUST00000171587	Gbp11		
ENSMUSG00000068566	ENSMUST00000203328	Myadm		50918
ENSMUSG00000090919	ENSMUST00000192793	Pabpc4l		241989
ENSMUSG00000049739	ENSMUST00000131000	Zfp646		233905
ENSMUSG00000031681	ENSMUST00000066091	Smad1		17125
ENSMUSG00000068566	ENSMUST00000096744	Myadm		50918
ENSMUSG00000090919	ENSMUST00000195436	Pabpc4l		241989
ENSMUSG00000091987	ENSMUST00000187842	Gm10352		
ENSMUSG00000031681	ENSMUST00000109885	Smad1		17125
ENSMUSG00000030114	ENSMUST00000032207	Klrg1		50928
ENSMUSG00000021458	ENSMUST00000159152	Aopep		
ENSMUSG00000048330	ENSMUST00000055993	Ric3		320360
ENSMUSG00000091987	ENSMUST00000166474	Gm10352		
ENSMUSG00000090919	ENSMUST00000195537	Pabpc4l		241989
ENSMUSG00000021458	ENSMUST00000221820	Aopep		
ENSMUSG00000068566	ENSMUST00000203566	Myadm		50918
ENSMUSG00000090919	ENSMUST00000166505	Pabpc4l		241989
ENSMUSG00000014402	ENSMUST00000014546	Tsg101		22088
ENSMUSG00000032492	ENSMUST00000198865	Pth1r		19228
ENSMUSG00000048330	ENSMUST00000120876	Ric3		320360
ENSMUSG00000057068	ENSMUST00000146417	Fam47e		384198
ENSMUSG00000021458	ENSMUST00000220884	Aopep		
ENSMUSG00000049739	ENSMUST00000050383	Zfp646		233905
ENSMUSG00000068566	ENSMUST00000204541	Myadm		50918
ENSMUSG00000049739	ENSMUST00000206340	Zfp646		233905
ENSMUSG00000057068	ENSMUST00000149617	Fam47e		384198
ENSMUSG00000014402	ENSMUST00000209538	Tsg101		22088
ENSMUSG00000032492	ENSMUST00000006005	Pth1r		19228
ENSMUSG00000046916	ENSMUST00000051809	Myct1		68632
ENSMUSG00000057068	ENSMUST00000176621	Fam47e		384198
ENSMUSG00000014402	ENSMUST00000156335	Tsg101		22088
ENSMUSG00000032492	ENSMUST00000199862	Pth1r		19228
ENSMUSG00000057068	ENSMUST00000175974	Fam47e		384198
ENSMUSG00000037960	ENSMUST00000048946	Card19		68480
ENSMUSG00000068566	ENSMUST00000164553	Myadm		50918
ENSMUSG00000032492	ENSMUST00000196057	Pth1r		19228
ENSMUSG00000032492	ENSMUST00000199791	Pth1r		19228
ENSMUSG00000014402	ENSMUST00000211076	Tsg101		22088
ENSMUSG00000057982	ENSMUST00000215902	Zfp809		235047
ENSMUSG00000057068	ENSMUST00000131166	Fam47e		384198
ENSMUSG00000014402	ENSMUST00000210664	Tsg101		22088
ENSMUSG00000081534	ENSMUST00000117892	Slc48a1		67739
ENSMUSG00000057068	ENSMUST00000176448	Fam47e		384198
ENSMUSG00000032492	ENSMUST00000166716	Pth1r		19228
ENSMUSG00000068341	ENSMUST00000089667	Reg3d		30053
ENSMUSG00000057982	ENSMUST00000213371	Zfp809		235047
ENSMUSG00000014402	ENSMUST00000143413	Tsg101		22088
ENSMUSG00000057068	ENSMUST00000082382	Fam47e		384198
ENSMUSG00000066643	ENSMUST00000085745	Wdr35		74682
ENSMUSG00000081534	ENSMUST00000135073	Slc48a1		67739
ENSMUSG00000068341	ENSMUST00000205240	Reg3d		30053
ENSMUSG00000029470	ENSMUST00000031429	P2rx4		18438
ENSMUSG00000068341	ENSMUST00000167492	Reg3d		30053
ENSMUSG00000057982	ENSMUST00000215618	Zfp809		235047
ENSMUSG00000081534	ENSMUST00000229084	Slc48a1		67739
ENSMUSG00000029236	ENSMUST00000031146	Nmu		56183
ENSMUSG00000046093	ENSMUST00000059667	Hpcal4		170638
ENSMUSG00000038347	ENSMUST00000143162	Tcte2		
ENSMUSG00000057982	ENSMUST00000072465	Zfp809		235047
ENSMUSG00000049728	ENSMUST00000054415	Zfp668		244219
ENSMUSG00000046093	ENSMUST00000106246	Hpcal4		170638
ENSMUSG00000024266	ENSMUST00000098361	Adad2		75773
ENSMUSG00000047963	ENSMUST00000200941	Stbd1		52331
ENSMUSG00000025588	ENSMUST00000212171	Nat1	00232+2.3.1.5	
ENSMUSG00000025588	ENSMUST00000212171	Nat1	00633+2.3.1.5	
ENSMUSG00000025588	ENSMUST00000212171	Nat1	00983+2.3.1.5	
ENSMUSG00000056656	ENSMUST00000089450	Apol8		239552
ENSMUSG00000039826	ENSMUST00000113807	Trub2		227682
ENSMUSG00000038347	ENSMUST00000053376	Tcte2		
ENSMUSG00000046093	ENSMUST00000126995	Hpcal4		170638
ENSMUSG00000030378	ENSMUST00000209425	Sult2a8		76971
ENSMUSG00000048332	ENSMUST00000059562	Lhfp		108927
ENSMUSG00000049728	ENSMUST00000106263	Zfp668		244219
ENSMUSG00000025588	ENSMUST00000026677	Nat1	00232+2.3.1.5	
ENSMUSG00000025588	ENSMUST00000026677	Nat1	00633+2.3.1.5	
ENSMUSG00000025588	ENSMUST00000026677	Nat1	00983+2.3.1.5	
ENSMUSG00000038347	ENSMUST00000128194	Tcte2		
ENSMUSG00000029470	ENSMUST00000198560	P2rx4		18438
ENSMUSG00000047963	ENSMUST00000050952	Stbd1		52331
ENSMUSG00000056656	ENSMUST00000070911	Apol8		239552
ENSMUSG00000048332	ENSMUST00000147139	Lhfp		108927
ENSMUSG00000046093	ENSMUST00000152194	Hpcal4		170638
ENSMUSG00000049728	ENSMUST00000106261	Zfp668		244219
ENSMUSG00000056656	ENSMUST00000229445	Apol8		239552
ENSMUSG00000047963	ENSMUST00000202332	Stbd1		52331
ENSMUSG00000038347	ENSMUST00000130033	Tcte2		
ENSMUSG00000063728	ENSMUST00000112562	Magea6		17142
ENSMUSG00000029470	ENSMUST00000081554	P2rx4		18438
ENSMUSG00000038347	ENSMUST00000127032	Tcte2		
ENSMUSG00000063728	ENSMUST00000076986	Magea6		17142
ENSMUSG00000049728	ENSMUST00000106262	Zfp668		244219
ENSMUSG00000094176	ENSMUST00000197754	Trav6d-6		
ENSMUSG00000032648	ENSMUST00000035269	Pygm	00500+2.4.1.1	19309
ENSMUSG00000056656	ENSMUST00000229332	Apol8		239552
ENSMUSG00000029470	ENSMUST00000139631	P2rx4		18438
ENSMUSG00000066643	ENSMUST00000160329	Wdr35		74682
ENSMUSG00000011752	ENSMUST00000011896	Pgam1	00010+5.4.2.11	18648
ENSMUSG00000011752	ENSMUST00000011896	Pgam1	00260+5.4.2.11	18648
ENSMUSG00000011752	ENSMUST00000011896	Pgam1	00680+5.4.2.11	18648
ENSMUSG00000049728	ENSMUST00000144721	Zfp668		244219
ENSMUSG00000029470	ENSMUST00000142664	P2rx4		18438
ENSMUSG00000032648	ENSMUST00000113483	Pygm	00500+2.4.1.1	19309
ENSMUSG00000038347	ENSMUST00000148430	Tcte2		
ENSMUSG00000095837	ENSMUST00000174364	Vmn1r246		100042976
ENSMUSG00000030378	ENSMUST00000063509	Sult2a8		76971
ENSMUSG00000038347	ENSMUST00000232858	Tcte2		
ENSMUSG00000030804	ENSMUST00000126662	Gm21974		
ENSMUSG00000030378	ENSMUST00000125941	Sult2a8		76971
ENSMUSG00000066643	ENSMUST00000111113	Wdr35		74682
ENSMUSG00000038602	ENSMUST00000105473	Slc35f1		215085
ENSMUSG00000059741	ENSMUST00000200011	Myl3		17897
ENSMUSG00000030378	ENSMUST00000211800	Sult2a8		76971
ENSMUSG00000021458	ENSMUST00000220485	Aopep		
ENSMUSG00000109060	ENSMUST00000207881	Gm4513		
ENSMUSG00000030378	ENSMUST00000210396	Sult2a8		76971
ENSMUSG00000029563	ENSMUST00000115474	Foxp2		114142
ENSMUSG00000030378	ENSMUST00000209972	Sult2a8		76971
ENSMUSG00000029563	ENSMUST00000115472	Foxp2		114142
ENSMUSG00000039826	ENSMUST00000156846	Trub2		227682
ENSMUSG00000030378	ENSMUST00000168252	Sult2a8		76971
ENSMUSG00000020952	ENSMUST00000219434	Scfd1		76983
ENSMUSG00000093996	ENSMUST00000178192	Fam205a3		100043920
ENSMUSG00000093996	ENSMUST00000178192	Fam205a3		100862261
ENSMUSG00000021458	ENSMUST00000021911	Aopep		
ENSMUSG00000051147	ENSMUST00000093470	Nat2	00232+2.3.1.5	17961
ENSMUSG00000051147	ENSMUST00000093470	Nat2	00633+2.3.1.5	17961
ENSMUSG00000051147	ENSMUST00000093470	Nat2	00983+2.3.1.5	17961
ENSMUSG00000034429	ENSMUST00000109966	Zfp707		69020
ENSMUSG00000029563	ENSMUST00000031545	Foxp2		114142
ENSMUSG00000079516	ENSMUST00000101272	Reg3a		19694
ENSMUSG00000042761	ENSMUST00000113149	Mrap2		244958
ENSMUSG00000078509	ENSMUST00000105762	Pramef17		
ENSMUSG00000107874	ENSMUST00000048686	Prpmp5		
ENSMUSG00000042761	ENSMUST00000049457	Mrap2		244958
ENSMUSG00000002043	ENSMUST00000136873	Trappc6a		67091
ENSMUSG00000029563	ENSMUST00000137628	Foxp2		114142
ENSMUSG00000051147	ENSMUST00000163856	Nat2	00232+2.3.1.5	17961
ENSMUSG00000051147	ENSMUST00000163856	Nat2	00633+2.3.1.5	17961
ENSMUSG00000051147	ENSMUST00000163856	Nat2	00983+2.3.1.5	17961
ENSMUSG00000042118	ENSMUST00000015941	Bhmt2		64918
ENSMUSG00000046932	ENSMUST00000228303	Vmn1r193		
ENSMUSG00000002043	ENSMUST00000147114	Trappc6a		67091
ENSMUSG00000021852	ENSMUST00000138884	Slc35f4		75288
ENSMUSG00000042761	ENSMUST00000179313	Mrap2		244958
ENSMUSG00000039826	ENSMUST00000048044	Trub2		227682
ENSMUSG00000029563	ENSMUST00000140557	Foxp2		114142
ENSMUSG00000034429	ENSMUST00000109967	Zfp707		69020
ENSMUSG00000043715	ENSMUST00000059880	Olfr1326-ps1		
ENSMUSG00000029563	ENSMUST00000131414	Foxp2		114142
ENSMUSG00000039826	ENSMUST00000176312	Trub2		227682
ENSMUSG00000046932	ENSMUST00000227457	Vmn1r193		
ENSMUSG00000067543	ENSMUST00000087853	Prb1		381833
ENSMUSG00000022788	ENSMUST00000161861	Fgd4		224014
ENSMUSG00000034429	ENSMUST00000147641	Zfp707		69020
ENSMUSG00000029563	ENSMUST00000115469	Foxp2		114142
ENSMUSG00000039826	ENSMUST00000177467	Trub2		227682
ENSMUSG00000046932	ENSMUST00000227562	Vmn1r193		
ENSMUSG00000034429	ENSMUST00000145100	Zfp707		69020
ENSMUSG00000022788	ENSMUST00000162671	Fgd4		224014
ENSMUSG00000039826	ENSMUST00000177133	Trub2		227682
ENSMUSG00000046932	ENSMUST00000057516	Vmn1r193		
ENSMUSG00000034429	ENSMUST00000229652	Zfp707		69020
ENSMUSG00000059741	ENSMUST00000079784	Myl3		17897
ENSMUSG00000022788	ENSMUST00000069284	Fgd4		224014
ENSMUSG00000028339	ENSMUST00000082303	Col15a1		12819
ENSMUSG00000069297	ENSMUST00000091737	Vmn1r194		
ENSMUSG00000059741	ENSMUST00000124267	Myl3		17897
ENSMUSG00000029563	ENSMUST00000115475	Foxp2		114142
ENSMUSG00000021852	ENSMUST00000074368	Slc35f4		75288
ENSMUSG00000096178	ENSMUST00000190558	Gm20837		
ENSMUSG00000059741	ENSMUST00000136695	Myl3		17897
ENSMUSG00000056426	ENSMUST00000070514	Nat3	00232+2.3.1.5	17962
ENSMUSG00000056426	ENSMUST00000070514	Nat3	00633+2.3.1.5	17962
ENSMUSG00000056426	ENSMUST00000070514	Nat3	00983+2.3.1.5	17962
ENSMUSG00000096178	ENSMUST00000178446	Gm20837		
ENSMUSG00000029563	ENSMUST00000115477	Foxp2		114142
ENSMUSG00000028339	ENSMUST00000102917	Col15a1		12819
ENSMUSG00000037151	ENSMUST00000049242	Lrrc20		216011
ENSMUSG00000078816	ENSMUST00000100301	Prkcg	04070+2.7.11.13	18752
ENSMUSG00000095234	ENSMUST00000238328	Gm21586		100862220
ENSMUSG00000095234	ENSMUST00000238328	Gm21586		100862247
ENSMUSG00000036002	ENSMUST00000107958	Fam214b		230088
ENSMUSG00000095234	ENSMUST00000107988	Gm21586		100862220
ENSMUSG00000095234	ENSMUST00000107988	Gm21586		100862247
ENSMUSG00000000792	ENSMUST00000000809	Slc5a5		114479
ENSMUSG00000021852	ENSMUST00000123534	Slc35f4		75288
ENSMUSG00000038872	ENSMUST00000220518	Zfhx3		11906
ENSMUSG00000036002	ENSMUST00000107959	Fam214b		230088
ENSMUSG00000020952	ENSMUST00000021335	Scfd1		76983
ENSMUSG00000021852	ENSMUST00000146164	Slc35f4		75288
ENSMUSG00000078816	ENSMUST00000172109	Prkcg	04070+2.7.11.13	18752
ENSMUSG00000054459	ENSMUST00000220506	Vsnl1		26950
ENSMUSG00000063810	ENSMUST00000072018	Alms1		236266
ENSMUSG00000036002	ENSMUST00000107956	Fam214b		230088
ENSMUSG00000063810	ENSMUST00000213058	Alms1		236266
ENSMUSG00000054459	ENSMUST00000072299	Vsnl1		26950
ENSMUSG00000036002	ENSMUST00000107957	Fam214b		230088
ENSMUSG00000038872	ENSMUST00000188994	Zfhx3		11906
ENSMUSG00000028339	ENSMUST00000140413	Col15a1		12819
ENSMUSG00000053228	ENSMUST00000108491	Ceacam3		384557
ENSMUSG00000038872	ENSMUST00000043896	Zfhx3		11906
ENSMUSG00000028339	ENSMUST00000107731	Col15a1		12819
ENSMUSG00000040632	ENSMUST00000062232	Nrl		18185
ENSMUSG00000036002	ENSMUST00000036462	Fam214b		230088
ENSMUSG00000078816	ENSMUST00000203081	Prkcg		18752
ENSMUSG00000028339	ENSMUST00000146967	Col15a1		12819
ENSMUSG00000044139	ENSMUST00000121394	Prss53		330657
ENSMUSG00000046667	ENSMUST00000050069	Rbm12b1		72397
ENSMUSG00000036002	ENSMUST00000135067	Fam214b		230088
ENSMUSG00000043602	ENSMUST00000060444	Zfp3		
ENSMUSG00000028339	ENSMUST00000107730	Col15a1		12819
ENSMUSG00000044139	ENSMUST00000205300	Prss53		330657
ENSMUSG00000040632	ENSMUST00000178694	Nrl		18185
ENSMUSG00000020952	ENSMUST00000218138	Scfd1		76983
ENSMUSG00000036002	ENSMUST00000152846	Fam214b		230088
ENSMUSG00000069296	ENSMUST00000228711	Vmn1r195		
ENSMUSG00000002043	ENSMUST00000002112	Trappc6a		67091
ENSMUSG00000036002	ENSMUST00000124155	Fam214b		230088
ENSMUSG00000046667	ENSMUST00000069128	Rbm12b1		72397
ENSMUSG00000069296	ENSMUST00000091736	Vmn1r195		
ENSMUSG00000036002	ENSMUST00000144999	Fam214b		230088
ENSMUSG00000094156	ENSMUST00000210034	Sult2a7		638251
ENSMUSG00000002043	ENSMUST00000108455	Trappc6a		67091
ENSMUSG00000008604	ENSMUST00000008748	Ubqln4		94232
ENSMUSG00000094156	ENSMUST00000209744	Sult2a7		638251
ENSMUSG00000040632	ENSMUST00000228287	Nrl		18185
ENSMUSG00000022680	ENSMUST00000023361	Pdxdc1		94184
ENSMUSG00000095088	ENSMUST00000103648	Trav11d		
ENSMUSG00000040632	ENSMUST00000228902	Nrl		18185
ENSMUSG00000032338	ENSMUST00000034889	Hcn4		330953
ENSMUSG00000002043	ENSMUST00000135972	Trappc6a		67091
ENSMUSG00000105393	ENSMUST00000197128	Trav7d-5		
ENSMUSG00000040632	ENSMUST00000111404	Nrl		18185
ENSMUSG00000094156	ENSMUST00000211740	Sult2a7		638251
ENSMUSG00000008604	ENSMUST00000192962	Ubqln4		94232
ENSMUSG00000094156	ENSMUST00000108524	Sult2a7		638251
ENSMUSG00000094066	ENSMUST00000180201	Fam205a2		545611
ENSMUSG00000031576	ENSMUST00000098858	Kcnu1		16532
ENSMUSG00000029602	ENSMUST00000125804	Rasal1		19415
ENSMUSG00000026798	ENSMUST00000143616	Coq4		227683
ENSMUSG00000079410	ENSMUST00000166494	Gm2897		
ENSMUSG00000095689	ENSMUST00000181360	Trav12d-1		
ENSMUSG00000057135	ENSMUST00000108534	Scimp		327957
ENSMUSG00000051706	ENSMUST00000216108	Olfr1325		
ENSMUSG00000026798	ENSMUST00000176348	Coq4		227683
ENSMUSG00000051706	ENSMUST00000216007	Olfr1325		
ENSMUSG00000095689	ENSMUST00000183652	Trav12d-1		
ENSMUSG00000051706	ENSMUST00000054541	Olfr1325		
ENSMUSG00000026818	ENSMUST00000028161	Cel	00561+3.1.1.3	12613
ENSMUSG00000026818	ENSMUST00000028161	Cel	00100+3.1.1.13	12613
ENSMUSG00000031132	ENSMUST00000033466	Cd40lg		21947
ENSMUSG00000057135	ENSMUST00000074572	Scimp		327957
ENSMUSG00000031576	ENSMUST00000120653	Kcnu1		16532
ENSMUSG00000076778	ENSMUST00000103588	Trav13d-1		
ENSMUSG00000031576	ENSMUST00000126226	Kcnu1		16532
ENSMUSG00000068036	ENSMUST00000139347	Afdn		17356
ENSMUSG00000036181	ENSMUST00000040914	H1f2		
ENSMUSG00000022680	ENSMUST00000115804	Pdxdc1		94184
ENSMUSG00000062794	ENSMUST00000086281	Zfp599		
ENSMUSG00000069310	ENSMUST00000091752	H3c3		
ENSMUSG00000041216	ENSMUST00000038841	Clvs1		74438
ENSMUSG00000030546	ENSMUST00000205915	Plin1		103968
ENSMUSG00000071452	ENSMUST00000050276	Serpinb9h		544923
ENSMUSG00000054958	ENSMUST00000068262	Nt5c1a	00760+3.1.3.5	230718
ENSMUSG00000054958	ENSMUST00000068262	Nt5c1a	00230+3.1.3.5	230718
ENSMUSG00000054958	ENSMUST00000068262	Nt5c1a	00240+3.1.3.5	230718
ENSMUSG00000030546	ENSMUST00000178257	Plin1		103968
ENSMUSG00000041216	ENSMUST00000108348	Clvs1		74438
ENSMUSG00000038244	ENSMUST00000050149	Mical2		320878
ENSMUSG00000038244	ENSMUST00000050149	Mical2		100504195
ENSMUSG00000029513	ENSMUST00000031486	Prkab1		19079
ENSMUSG00000030546	ENSMUST00000205553	Plin1		103968
ENSMUSG00000068036	ENSMUST00000156591	Afdn		17356
ENSMUSG00000099398	ENSMUST00000187467	Ms4a14		383435
ENSMUSG00000030546	ENSMUST00000206083	Plin1		103968
ENSMUSG00000028522	ENSMUST00000106858	Mier1		71148
ENSMUSG00000026798	ENSMUST00000028137	Coq4		227683
ENSMUSG00000030546	ENSMUST00000205747	Plin1		103968
ENSMUSG00000030546	ENSMUST00000205413	Plin1		103968
ENSMUSG00000026798	ENSMUST00000148791	Coq4		227683
ENSMUSG00000071613	ENSMUST00000170790	Gm10340		100040697
ENSMUSG00000030546	ENSMUST00000032762	Plin1		103968
ENSMUSG00000071613	ENSMUST00000188235	Gm10340		100040697
ENSMUSG00000038984	ENSMUST00000042021	Tspyl5		239364
ENSMUSG00000095854	ENSMUST00000181038	Trav14d-1		
ENSMUSG00000029513	ENSMUST00000111999	Prkab1		19079
ENSMUSG00000095854	ENSMUST00000187138	Trav14d-1		
ENSMUSG00000028407	ENSMUST00000129758	Smim27		
ENSMUSG00000022680	ENSMUST00000115803	Pdxdc1		94184
ENSMUSG00000022540	ENSMUST00000202281	Rogdi		66049
ENSMUSG00000022680	ENSMUST00000115802	Pdxdc1		94184
ENSMUSG00000022686	ENSMUST00000121344	B3gnt5		108105
ENSMUSG00000028522	ENSMUST00000143417	Mier1		71148
ENSMUSG00000022540	ENSMUST00000023191	Rogdi		66049
ENSMUSG00000045193	ENSMUST00000154726	Cirbp		12696
ENSMUSG00000029513	ENSMUST00000133098	Prkab1		19079
ENSMUSG00000075425	ENSMUST00000113810	Gm13547		433416
ENSMUSG00000028522	ENSMUST00000134533	Mier1		71148
ENSMUSG00000029513	ENSMUST00000148208	Prkab1		19079
ENSMUSG00000022686	ENSMUST00000079780	B3gnt5		108105
ENSMUSG00000019772	ENSMUST00000019906	Vip		22353
ENSMUSG00000020642	ENSMUST00000020971	Rnf144a		108089
