Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSCAFG00000001944	ENSCAFT00000064949	474536	TXNRD1
ENSCAFG00000001944	ENSCAFT00000003079	474536	TXNRD1
ENSCAFG00000001944	ENSCAFT00000068542	474536	TXNRD1
ENSCAFG00000001944	ENSCAFT00000067183	474536	TXNRD1
ENSCAFG00000002913	ENSCAFT00000004662	475167	UTP3
ENSCAFG00000048185	ENSCAFT00000085173		
ENSCAFG00000048185	ENSCAFT00000063335		
ENSCAFG00000048185	ENSCAFT00000065680		
ENSCAFG00000047578	ENSCAFT00000069025		C20orf204
ENSCAFG00000043936	ENSCAFT00000070623		
ENSCAFG00000046946	ENSCAFT00000065484		
ENSCAFG00000002179	ENSCAFT00000085060		
ENSCAFG00000002179	ENSCAFT00000091105		
ENSCAFG00000002179	ENSCAFT00000086205		
ENSCAFG00000002179	ENSCAFT00000003428		
ENSCAFG00000049625	ENSCAFT00000074126		
ENSCAFG00000012068	ENSCAFT00000019154	403783	AGT
ENSCAFG00000017243	ENSCAFT00000070832	487606	INTS14
ENSCAFG00000017243	ENSCAFT00000027313	487606	INTS14
ENSCAFG00000017243	ENSCAFT00000044304	487606	INTS14
ENSCAFG00000035229	ENSCAFT00000052275		
ENSCAFG00000035229	ENSCAFT00000082895		
ENSCAFG00000014922	ENSCAFT00000023693	100686764	OR2AE1
ENSCAFG00000006318	ENSCAFT00000010224	478048	YIPF5
ENSCAFG00000049764	ENSCAFT00000087681		
ENSCAFG00000049764	ENSCAFT00000060453		
ENSCAFG00000012976	ENSCAFT00000020594	480819	NARF
ENSCAFG00000012976	ENSCAFT00000075562	480819	NARF
ENSCAFG00000010877	ENSCAFT00000017373	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000069507	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000049015	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000017436	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000017398	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000069832	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000076821	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000017260	480455	ABCA5
ENSCAFG00000010877	ENSCAFT00000017373	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000069507	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000049015	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000017436	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000017398	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000069832	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000076821	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000017260	480456	ABCA5
ENSCAFG00000010877	ENSCAFT00000017373	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000069507	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000049015	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000017436	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000017398	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000069832	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000076821	611016	ABCA5
ENSCAFG00000010877	ENSCAFT00000017260	611016	ABCA5
ENSCAFG00000042237	ENSCAFT00000067544		Metazoa_SRP
ENSCAFG00000041760	ENSCAFT00000084235		
ENSCAFG00000016047	ENSCAFT00000025456	491890	
ENSCAFG00000016047	ENSCAFT00000077109	491890	
ENSCAFG00000016047	ENSCAFT00000025456	612593	
ENSCAFG00000016047	ENSCAFT00000077109	612593	
ENSCAFG00000000575	ENSCAFT00000000906	474842	BAG6
ENSCAFG00000000575	ENSCAFT00000043742	474842	BAG6
ENSCAFG00000000575	ENSCAFT00000088635	474842	BAG6
ENSCAFG00000036179	ENSCAFT00000053388	610838	CELF4
ENSCAFG00000036179	ENSCAFT00000091737	610838	CELF4
ENSCAFG00000042790	ENSCAFT00000071369		
ENSCAFG00000042790	ENSCAFT00000064286		
ENSCAFG00000042790	ENSCAFT00000060989		
ENSCAFG00000050015	ENSCAFT00000083171		
ENSCAFG00000005981	ENSCAFT00000009654	612600	WDR87
ENSCAFG00000014999	ENSCAFT00000023793	488531	CRYBA2
ENSCAFG00000014999	ENSCAFT00000047403	488531	CRYBA2
ENSCAFG00000048857	ENSCAFT00000072739		
ENSCAFG00000039409	ENSCAFT00000085452		
ENSCAFG00000039409	ENSCAFT00000052391		
ENSCAFG00000046594	ENSCAFT00000064362		
ENSCAFG00000046594	ENSCAFT00000080344		
ENSCAFG00000046594	ENSCAFT00000065874		
ENSCAFG00000046594	ENSCAFT00000080656		
ENSCAFG00000005857	ENSCAFT00000009438	485534	GGACT
ENSCAFG00000044845	ENSCAFT00000084072		
ENSCAFG00000029278	ENSCAFT00000049386	485984	SOX18
ENSCAFG00000005034	ENSCAFT00000008094	478010	KIN
ENSCAFG00000005034	ENSCAFT00000076769	478010	KIN
ENSCAFG00000005034	ENSCAFT00000048187	478010	KIN
ENSCAFG00000044298	ENSCAFT00000087018		
ENSCAFG00000044298	ENSCAFT00000061870		
ENSCAFG00000008083	ENSCAFT00000067644	476580	TASOR
ENSCAFG00000008083	ENSCAFT00000045450	476580	TASOR
ENSCAFG00000008083	ENSCAFT00000012903	476580	TASOR
ENSCAFG00000008083	ENSCAFT00000046367	476580	TASOR
ENSCAFG00000008083	ENSCAFT00000077184	476580	TASOR
ENSCAFG00000017450	ENSCAFT00000027650	492001	
ENSCAFG00000016333	ENSCAFT00000025911		
ENSCAFG00000014931	ENSCAFT00000023696	607659	PSMC3IP
ENSCAFG00000044586	ENSCAFT00000084133		
ENSCAFG00000014990	ENSCAFT00000023772	489851	
ENSCAFG00000000883	ENSCAFT00000001371		
ENSCAFG00000015718	ENSCAFT00000086248	480348	HIF1A
ENSCAFG00000015718	ENSCAFT00000024897	480348	HIF1A
ENSCAFG00000033549	ENSCAFT00000052688		
ENSCAFG00000033549	ENSCAFT00000055931		
ENSCAFG00000043676	ENSCAFT00000082263		
ENSCAFG00000002590	ENSCAFT00000004072	481634	
ENSCAFG00000002590	ENSCAFT00000065457	481634	
ENSCAFG00000042956	ENSCAFT00000080759	100687801	
ENSCAFG00000046622	ENSCAFT00000072259		
ENSCAFG00000041189	ENSCAFT00000066772		
ENSCAFG00000020315	ENSCAFT00000081968	490189	UOX
ENSCAFG00000020315	ENSCAFT00000044050	490189	UOX
ENSCAFG00000020315	ENSCAFT00000032357	490189	UOX
ENSCAFG00000012748	ENSCAFT00000039529	486930	LHPP
ENSCAFG00000012748	ENSCAFT00000091540	486930	LHPP
ENSCAFG00000012748	ENSCAFT00000085485	486930	LHPP
ENSCAFG00000012748	ENSCAFT00000078059	486930	LHPP
ENSCAFG00000012748	ENSCAFT00000089241	486930	LHPP
ENSCAFG00000012748	ENSCAFT00000076442	486930	LHPP
ENSCAFG00000043400	ENSCAFT00000092069		
ENSCAFG00000043400	ENSCAFT00000090359		
ENSCAFG00000027284	ENSCAFT00000041567		U6
ENSCAFG00000043014	ENSCAFT00000065997		
ENSCAFG00000034693	ENSCAFT00000051279		
ENSCAFG00000043632	ENSCAFT00000073608		
ENSCAFG00000045868	ENSCAFT00000067991		
ENSCAFG00000027379	ENSCAFT00000041662		U6
ENSCAFG00000046226	ENSCAFT00000090559		U2
ENSCAFG00000005224	ENSCAFT00000008443	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000091175	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000073771	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000060471	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000090516	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000048770	483340	TNRC6C
ENSCAFG00000005224	ENSCAFT00000050041	483340	TNRC6C
ENSCAFG00000000998	ENSCAFT00000087478	481741	PHF1
ENSCAFG00000000998	ENSCAFT00000001542	481741	PHF1
ENSCAFG00000000998	ENSCAFT00000001547	481741	PHF1
ENSCAFG00000043237	ENSCAFT00000086229		
ENSCAFG00000043237	ENSCAFT00000091296		
ENSCAFG00000043237	ENSCAFT00000084850		
ENSCAFG00000018571	ENSCAFT00000029481	485015	ADGRE1
ENSCAFG00000018571	ENSCAFT00000062898	485015	ADGRE1
ENSCAFG00000018571	ENSCAFT00000091205	485015	ADGRE1
ENSCAFG00000018571	ENSCAFT00000075862	485015	ADGRE1
ENSCAFG00000018571	ENSCAFT00000060932	485015	ADGRE1
ENSCAFG00000018571	ENSCAFT00000072930	485015	ADGRE1
ENSCAFG00000006160	ENSCAFT00000060199	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000065139	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000061405	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000009967	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000092198	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000087004	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000091134	483037	RMDN2
ENSCAFG00000006160	ENSCAFT00000059528	483037	RMDN2
ENSCAFG00000013179	ENSCAFT00000024122	480747	OPRL1
ENSCAFG00000013179	ENSCAFT00000067471	480747	OPRL1
ENSCAFG00000013179	ENSCAFT00000020925	480747	OPRL1
ENSCAFG00000013179	ENSCAFT00000024122	485985	OPRL1
ENSCAFG00000013179	ENSCAFT00000067471	485985	OPRL1
ENSCAFG00000013179	ENSCAFT00000020925	485985	OPRL1
ENSCAFG00000007060	ENSCAFT00000011321	477888	SDR16C5
ENSCAFG00000007060	ENSCAFT00000073048	477888	SDR16C5
ENSCAFG00000044850	ENSCAFT00000073651		
ENSCAFG00000012080	ENSCAFT00000081191		COG2
ENSCAFG00000012080	ENSCAFT00000019196		COG2
ENSCAFG00000012080	ENSCAFT00000074093		COG2
ENSCAFG00000031910	ENSCAFT00000048649	100683273	ZNF239
ENSCAFG00000000885	ENSCAFT00000043181	482028	DEPTOR
ENSCAFG00000000885	ENSCAFT00000001377	482028	DEPTOR
ENSCAFG00000019095	ENSCAFT00000092806	485041	STAP2
ENSCAFG00000019095	ENSCAFT00000074658	485041	STAP2
ENSCAFG00000019095	ENSCAFT00000030322	485041	STAP2
ENSCAFG00000019095	ENSCAFT00000091457	485041	STAP2
ENSCAFG00000019095	ENSCAFT00000067248	485041	STAP2
ENSCAFG00000049882	ENSCAFT00000063745		
ENSCAFG00000002918	ENSCAFT00000088880	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000092099	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000065341	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000074270	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000061461	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000081740	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000093864	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000004667	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000079156	475168	RUFY3
ENSCAFG00000002918	ENSCAFT00000078721	475168	RUFY3
ENSCAFG00000043652	ENSCAFT00000065634		
ENSCAFG00000009841	ENSCAFT00000067420	487288	NKD1
ENSCAFG00000009841	ENSCAFT00000015634	487288	NKD1
ENSCAFG00000001580	ENSCAFT00000002475	474897	NFYA
ENSCAFG00000001580	ENSCAFT00000091799	474897	NFYA
ENSCAFG00000005986	ENSCAFT00000009659		
ENSCAFG00000023863	ENSCAFT00000004077	481635	BAAT
ENSCAFG00000047634	ENSCAFT00000060266		
ENSCAFG00000017761	ENSCAFT00000028168	480155	KIAA1328
ENSCAFG00000026026	ENSCAFT00000040309		SNORD22
ENSCAFG00000016576	ENSCAFT00000026261	489900	SEPTIN1
ENSCAFG00000016576	ENSCAFT00000026266	489900	SEPTIN1
ENSCAFG00000005488	ENSCAFT00000074065	100682830	
ENSCAFG00000005488	ENSCAFT00000065532	100682830	
ENSCAFG00000005488	ENSCAFT00000061582	100682830	
ENSCAFG00000005488	ENSCAFT00000083947	100682830	
ENSCAFG00000005488	ENSCAFT00000008837	100682830	
ENSCAFG00000016056	ENSCAFT00000025465		
ENSCAFG00000043044	ENSCAFT00000081711		
ENSCAFG00000017457	ENSCAFT00000072079	608881	
ENSCAFG00000017457	ENSCAFT00000081899	608881	
ENSCAFG00000017457	ENSCAFT00000027666	608881	
ENSCAFG00000017457	ENSCAFT00000073255	608881	
ENSCAFG00000017457	ENSCAFT00000088334	608881	
ENSCAFG00000017457	ENSCAFT00000092105	608881	
ENSCAFG00000000543	ENSCAFT00000080854	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000079645	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000077435	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000068421	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000085315	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000000846	474659	CEP120
ENSCAFG00000000543	ENSCAFT00000091767	474659	CEP120
ENSCAFG00000001395	ENSCAFT00000002162	474508	DDX17
ENSCAFG00000001395	ENSCAFT00000037931	474508	DDX17
ENSCAFG00000002287	ENSCAFT00000003588	474557	TXNDC9
ENSCAFG00000016357	ENSCAFT00000044408	489088	DBN1
ENSCAFG00000016357	ENSCAFT00000074767	489088	DBN1
ENSCAFG00000016357	ENSCAFT00000025945	489088	DBN1
ENSCAFG00000000608	ENSCAFT00000067903	484047	ARID1B
ENSCAFG00000000608	ENSCAFT00000000940	484047	ARID1B
ENSCAFG00000000608	ENSCAFT00000083297	484047	ARID1B
ENSCAFG00000000608	ENSCAFT00000062255	484047	ARID1B
ENSCAFG00000011069	ENSCAFT00000017606	483155	GJA5
ENSCAFG00000030344	ENSCAFT00000047738		TMEM243
ENSCAFG00000019604	ENSCAFT00000031165	479591	NOL9
ENSCAFG00000005698	ENSCAFT00000049210	609574	PDE2A
ENSCAFG00000005698	ENSCAFT00000061793	609574	PDE2A
ENSCAFG00000005698	ENSCAFT00000065783	609574	PDE2A
ENSCAFG00000005698	ENSCAFT00000009200	609574	PDE2A
ENSCAFG00000006326	ENSCAFT00000010231	487196	KCTD16
ENSCAFG00000045581	ENSCAFT00000092390		
ENSCAFG00000045581	ENSCAFT00000090012		
ENSCAFG00000045581	ENSCAFT00000061785		
ENSCAFG00000045581	ENSCAFT00000066729		
ENSCAFG00000035151	ENSCAFT00000056610		
ENSCAFG00000027832	ENSCAFT00000042115		U6
ENSCAFG00000048699	ENSCAFT00000081451		
ENSCAFG00000032597	ENSCAFT00000044806	474785	MRPL50
ENSCAFG00000020074	ENSCAFT00000031948	479647	TMEM231
ENSCAFG00000020074	ENSCAFT00000049234	479647	TMEM231
ENSCAFG00000020074	ENSCAFT00000084051	479647	TMEM231
ENSCAFG00000020074	ENSCAFT00000067840	479647	TMEM231
ENSCAFG00000017763	ENSCAFT00000028172		
ENSCAFG00000000439	ENSCAFT00000000698	102153182	MYRFL
ENSCAFG00000000439	ENSCAFT00000087732	102153182	MYRFL
ENSCAFG00000014877	ENSCAFT00000070806	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000074667	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000023714	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000077891	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000086581	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000085015	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000068753	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000023623	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000061904	415127	CYP3A26
ENSCAFG00000014877	ENSCAFT00000070806	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000074667	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000023714	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000077891	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000086581	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000085015	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000068753	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000023623	479740	CYP3A26
ENSCAFG00000014877	ENSCAFT00000061904	479740	CYP3A26
ENSCAFG00000049597	ENSCAFT00000076455	612436	MARCKS
ENSCAFG00000000178	ENSCAFT00000078799	481124	LRP1
ENSCAFG00000000178	ENSCAFT00000049824	481124	LRP1
ENSCAFG00000000178	ENSCAFT00000000295	481124	LRP1
ENSCAFG00000000178	ENSCAFT00000060767	481124	LRP1
ENSCAFG00000017709	ENSCAFT00000028086	480427	CLMN
ENSCAFG00000017709	ENSCAFT00000049187	480427	CLMN
ENSCAFG00000017709	ENSCAFT00000086035	480427	CLMN
ENSCAFG00000041290	ENSCAFT00000070029		PRPS1L1
ENSCAFG00000008090	ENSCAFT00000012889	486809	HELLS
ENSCAFG00000008090	ENSCAFT00000062954	486809	HELLS
ENSCAFG00000008090	ENSCAFT00000085340	486809	HELLS
ENSCAFG00000008090	ENSCAFT00000081539	486809	HELLS
ENSCAFG00000010024	ENSCAFT00000015945	486133	DOK2
ENSCAFG00000049023	ENSCAFT00000069331		
ENSCAFG00000024786	ENSCAFT00000001138	475075	PKHD1L1
ENSCAFG00000024786	ENSCAFT00000045918	475075	PKHD1L1
ENSCAFG00000024786	ENSCAFT00000038299	475075	PKHD1L1
ENSCAFG00000037575	ENSCAFT00000085821		
ENSCAFG00000037575	ENSCAFT00000050579		
ENSCAFG00000037575	ENSCAFT00000084394		
ENSCAFG00000037575	ENSCAFT00000065450		
ENSCAFG00000037575	ENSCAFT00000068035		
ENSCAFG00000026309	ENSCAFT00000040592		
ENSCAFG00000044710	ENSCAFT00000076925		U4
ENSCAFG00000048356	ENSCAFT00000087459		
ENSCAFG00000033117	ENSCAFT00000072990		
ENSCAFG00000033117	ENSCAFT00000054131		
ENSCAFG00000041479	ENSCAFT00000074254		
ENSCAFG00000041479	ENSCAFT00000059865		
ENSCAFG00000041479	ENSCAFT00000064639		
ENSCAFG00000007044	ENSCAFT00000011299	477757	HNRNPF
ENSCAFG00000042190	ENSCAFT00000079591		
ENSCAFG00000024953	ENSCAFT00000038590		
ENSCAFG00000011071	ENSCAFT00000017610	483156	GJA8
ENSCAFG00000032956	ENSCAFT00000058886		
ENSCAFG00000032956	ENSCAFT00000090189		
ENSCAFG00000032956	ENSCAFT00000084979		
ENSCAFG00000032956	ENSCAFT00000093165		
ENSCAFG00000016057	ENSCAFT00000025471	491890	
ENSCAFG00000005865	ENSCAFT00000084470	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000009463	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000086323	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000080850	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000093506	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000081834	100855496	TMTC4
ENSCAFG00000005865	ENSCAFT00000083684	100855496	TMTC4
ENSCAFG00000046541	ENSCAFT00000073405		
ENSCAFG00000007463	ENSCAFT00000011959	478079	TRAPPC13
ENSCAFG00000007463	ENSCAFT00000078483	478079	TRAPPC13
ENSCAFG00000047180	ENSCAFT00000077051		
ENSCAFG00000048143	ENSCAFT00000089325		
ENSCAFG00000031808	ENSCAFT00000045726		
ENSCAFG00000030354	ENSCAFT00000045089		
ENSCAFG00000041879	ENSCAFT00000075366		
ENSCAFG00000041879	ENSCAFT00000068704		
ENSCAFG00000041879	ENSCAFT00000073818		
ENSCAFG00000020446	ENSCAFT00000032553		cfa-mir-375
ENSCAFG00000046796	ENSCAFT00000062701		
ENSCAFG00000009860	ENSCAFT00000015674	478130	BRD7
ENSCAFG00000047708	ENSCAFT00000069611		
ENSCAFG00000042703	ENSCAFT00000083775		
ENSCAFG00000048096	ENSCAFT00000070288		
ENSCAFG00000041070	ENSCAFT00000092791		
ENSCAFG00000002291	ENSCAFT00000066487	611605	LYG1
ENSCAFG00000002291	ENSCAFT00000003592	611605	LYG1
ENSCAFG00000002291	ENSCAFT00000071804	611605	LYG1
ENSCAFG00000048278	ENSCAFT00000075895		
ENSCAFG00000011110	ENSCAFT00000081156	483157	
ENSCAFG00000011110	ENSCAFT00000017686	483157	
ENSCAFG00000050052	ENSCAFT00000069797		
ENSCAFG00000046847	ENSCAFT00000066655		
ENSCAFG00000043370	ENSCAFT00000061295		
ENSCAFG00000043370	ENSCAFT00000073521		
ENSCAFG00000006379	ENSCAFT00000010304		N4BP2L1
ENSCAFG00000003014	ENSCAFT00000004835	482378	TRIL
ENSCAFG00000044484	ENSCAFT00000087226		
ENSCAFG00000020259	ENSCAFT00000032270	100687372	OR1L8
ENSCAFG00000049420	ENSCAFT00000080437		
ENSCAFG00000041620	ENSCAFT00000064051		
ENSCAFG00000042067	ENSCAFT00000068207		
ENSCAFG00000045707	ENSCAFT00000080855		
ENSCAFG00000028575	ENSCAFT00000045831		
ENSCAFG00000026754	ENSCAFT00000041037		
ENSCAFG00000002596	ENSCAFT00000089714	474786	ZNF189
ENSCAFG00000002596	ENSCAFT00000004086	474786	ZNF189
ENSCAFG00000004049	ENSCAFT00000046686	475035	HDAC2
ENSCAFG00000004049	ENSCAFT00000006490	475035	HDAC2
ENSCAFG00000004049	ENSCAFT00000077750	475035	HDAC2
ENSCAFG00000012793	ENSCAFT00000086661	102151947	BEND2
ENSCAFG00000012793	ENSCAFT00000079272	102151947	BEND2
ENSCAFG00000012793	ENSCAFT00000077316	102151947	BEND2
ENSCAFG00000012793	ENSCAFT00000020283	102151947	BEND2
ENSCAFG00000046560	ENSCAFT00000088167		
ENSCAFG00000046700	ENSCAFT00000084835		
ENSCAFG00000005057	ENSCAFT00000008165	478011	ITIH2
ENSCAFG00000001582	ENSCAFT00000045806		
ENSCAFG00000001582	ENSCAFT00000037535		
ENSCAFG00000001582	ENSCAFT00000089004		
ENSCAFG00000031541	ENSCAFT00000046997	607778	PRELID2
ENSCAFG00000031541	ENSCAFT00000079299	607778	PRELID2
ENSCAFG00000000934	ENSCAFT00000073925	475085	COL14A1
ENSCAFG00000000934	ENSCAFT00000001452	475085	COL14A1
ENSCAFG00000000934	ENSCAFT00000068523	475085	COL14A1
ENSCAFG00000028536	ENSCAFT00000047819	482396	TBX20
ENSCAFG00000003017	ENSCAFT00000068882	611483	CPVL
ENSCAFG00000003017	ENSCAFT00000004847	611483	CPVL
ENSCAFG00000003017	ENSCAFT00000004848	611483	CPVL
ENSCAFG00000003017	ENSCAFT00000084632	611483	CPVL
ENSCAFG00000049116	ENSCAFT00000075908		U4
ENSCAFG00000014043	ENSCAFT00000069631	100686488	
ENSCAFG00000014043	ENSCAFT00000072665	100686488	
ENSCAFG00000014043	ENSCAFT00000022293	100686488	
ENSCAFG00000023435	ENSCAFT00000036010	481302	SOWAHC
ENSCAFG00000027416	ENSCAFT00000041699		
ENSCAFG00000025419	ENSCAFT00000039481		
ENSCAFG00000009913	ENSCAFT00000015776	487289	ADCY7
ENSCAFG00000017247	ENSCAFT00000027314	100683168	SLC24A1
ENSCAFG00000029102	ENSCAFT00000023708	607668	MLX
ENSCAFG00000029102	ENSCAFT00000086645	607668	MLX
ENSCAFG00000047357	ENSCAFT00000077746		cfa-mir-8794-1
ENSCAFG00000010049	ENSCAFT00000045364	609172	GFRA2
ENSCAFG00000010049	ENSCAFT00000080354	609172	GFRA2
ENSCAFG00000010049	ENSCAFT00000015978	609172	GFRA2
ENSCAFG00000015235	ENSCAFT00000024176	490353	SLC19A2
ENSCAFG00000015235	ENSCAFT00000074982	490353	SLC19A2
ENSCAFG00000015006	ENSCAFT00000023817	488532	CFAP65
ENSCAFG00000015006	ENSCAFT00000077251	488532	CFAP65
ENSCAFG00000015006	ENSCAFT00000071716	488532	CFAP65
ENSCAFG00000015006	ENSCAFT00000023817	488533	CFAP65
ENSCAFG00000015006	ENSCAFT00000077251	488533	CFAP65
ENSCAFG00000015006	ENSCAFT00000071716	488533	CFAP65
ENSCAFG00000014114	ENSCAFT00000022401	100270706	CABYR
ENSCAFG00000014114	ENSCAFT00000022403	100270706	CABYR
ENSCAFG00000014114	ENSCAFT00000071743	100270706	CABYR
ENSCAFG00000041257	ENSCAFT00000089812		
ENSCAFG00000016858	ENSCAFT00000026690	610370	DNAL1
ENSCAFG00000016858	ENSCAFT00000086728	610370	DNAL1
ENSCAFG00000016858	ENSCAFT00000074977	610370	DNAL1
ENSCAFG00000016889	ENSCAFT00000043708	403498	ARHGEF2
ENSCAFG00000016889	ENSCAFT00000060469	403498	ARHGEF2
ENSCAFG00000016889	ENSCAFT00000070937	403498	ARHGEF2
ENSCAFG00000016889	ENSCAFT00000064826	403498	ARHGEF2
ENSCAFG00000016889	ENSCAFT00000026745	403498	ARHGEF2
ENSCAFG00000014120	ENSCAFT00000044659	489408	
ENSCAFG00000014120	ENSCAFT00000076105	489408	
ENSCAFG00000014120	ENSCAFT00000071044	489408	
ENSCAFG00000014120	ENSCAFT00000089900	489408	
ENSCAFG00000014120	ENSCAFT00000022433	489408	
ENSCAFG00000014120	ENSCAFT00000044659	609002	
ENSCAFG00000014120	ENSCAFT00000076105	609002	
ENSCAFG00000014120	ENSCAFT00000071044	609002	
ENSCAFG00000014120	ENSCAFT00000089900	609002	
ENSCAFG00000014120	ENSCAFT00000022433	609002	
ENSCAFG00000044537	ENSCAFT00000069206		
ENSCAFG00000010763	ENSCAFT00000017122	102154393	
ENSCAFG00000044082	ENSCAFT00000074232		
ENSCAFG00000016013	ENSCAFT00000025400		
ENSCAFG00000012985	ENSCAFT00000020603	491681	FOXK2
ENSCAFG00000046697	ENSCAFT00000076485		cfa-mir-8793-1
ENSCAFG00000020263	ENSCAFT00000062685	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000032287	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000062600	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000085706	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000080930	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000075296	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000070785	403544	PTGS1
ENSCAFG00000020263	ENSCAFT00000032279	403544	PTGS1
ENSCAFG00000046196	ENSCAFT00000061098		
ENSCAFG00000017714	ENSCAFT00000028095	490843	SYNE3
ENSCAFG00000026846	ENSCAFT00000041129		cfa-mir-1841
ENSCAFG00000030747	ENSCAFT00000045475	491407	RGS19
ENSCAFG00000030747	ENSCAFT00000062550	491407	RGS19
ENSCAFG00000038187	ENSCAFT00000062092		
ENSCAFG00000038187	ENSCAFT00000057381		
ENSCAFG00000027539	ENSCAFT00000041822		U6
ENSCAFG00000047994	ENSCAFT00000075221		
ENSCAFG00000048912	ENSCAFT00000064011		
ENSCAFG00000047544	ENSCAFT00000072027		
ENSCAFG00000019609	ENSCAFT00000031171	489633	TAS1R1
ENSCAFG00000019609	ENSCAFT00000077854	489633	TAS1R1
ENSCAFG00000001008	ENSCAFT00000074074	474874	CUTA
ENSCAFG00000001008	ENSCAFT00000001551	474874	CUTA
ENSCAFG00000001008	ENSCAFT00000043937	474874	CUTA
ENSCAFG00000001008	ENSCAFT00000068907	474874	CUTA
ENSCAFG00000009781	ENSCAFT00000015531	609237	HERC6
ENSCAFG00000009781	ENSCAFT00000070751	609237	HERC6
ENSCAFG00000012353	ENSCAFT00000072425	488746	FURIN
ENSCAFG00000012353	ENSCAFT00000019649	488746	FURIN
ENSCAFG00000042235	ENSCAFT00000087577		
ENSCAFG00000042235	ENSCAFT00000059542		
ENSCAFG00000042235	ENSCAFT00000083487		
ENSCAFG00000042235	ENSCAFT00000072218		
ENSCAFG00000042235	ENSCAFT00000090567		
ENSCAFG00000042235	ENSCAFT00000084952		
ENSCAFG00000042235	ENSCAFT00000061584		
