Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSCAFG00000003543	ENSCAFT00000005688	475338	PSMB2
ENSCAFG00000006503	ENSCAFT00000059888	475599	RBPMS
ENSCAFG00000006503	ENSCAFT00000089088	475599	RBPMS
ENSCAFG00000006503	ENSCAFT00000010500	475599	RBPMS
ENSCAFG00000006503	ENSCAFT00000086342	475599	RBPMS
ENSCAFG00000006503	ENSCAFT00000093002	475599	RBPMS
ENSCAFG00000006503	ENSCAFT00000084848	475599	RBPMS
ENSCAFG00000015000	ENSCAFT00000023795	479079	TACC3
ENSCAFG00000005392	ENSCAFT00000008673	478018	PITRM1
ENSCAFG00000004251	ENSCAFT00000006819	100855723	GAREM2
ENSCAFG00000004251	ENSCAFT00000064813	100855723	GAREM2
ENSCAFG00000042649	ENSCAFT00000092292		
ENSCAFG00000042649	ENSCAFT00000075913		
ENSCAFG00000006803	ENSCAFT00000010949	483419	RAG2
ENSCAFG00000010100	ENSCAFT00000016049	476607	TEX264
ENSCAFG00000010100	ENSCAFT00000073103	476607	TEX264
ENSCAFG00000046417	ENSCAFT00000063617		
ENSCAFG00000010061	ENSCAFT00000085534	100856571	ABCC11
ENSCAFG00000010061	ENSCAFT00000074198	100856571	ABCC11
ENSCAFG00000010061	ENSCAFT00000085314	100856571	ABCC11
ENSCAFG00000010061	ENSCAFT00000016007	100856571	ABCC11
ENSCAFG00000010061	ENSCAFT00000049771	100856571	ABCC11
ENSCAFG00000048159	ENSCAFT00000067608		
ENSCAFG00000000039	ENSCAFT00000036237	476173	DOK6
ENSCAFG00000040907	ENSCAFT00000052290		
ENSCAFG00000004902	ENSCAFT00000007901	485474	DIAPH3
ENSCAFG00000004902	ENSCAFT00000079181	485474	DIAPH3
ENSCAFG00000004902	ENSCAFT00000007906	485474	DIAPH3
ENSCAFG00000004902	ENSCAFT00000045223	485474	DIAPH3
ENSCAFG00000047431	ENSCAFT00000086105		
ENSCAFG00000004242	ENSCAFT00000063471	475367	
ENSCAFG00000004242	ENSCAFT00000006818	475367	
ENSCAFG00000004242	ENSCAFT00000074283	475367	
ENSCAFG00000007810	ENSCAFT00000012490	488898	ERAP1
ENSCAFG00000014823	ENSCAFT00000088014	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000061153	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000061506	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000069870	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000076042	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000023541	478686	PRKCI
ENSCAFG00000014823	ENSCAFT00000078411	478686	PRKCI
ENSCAFG00000006808	ENSCAFT00000010954		RAG1
ENSCAFG00000000237	ENSCAFT00000000374		
ENSCAFG00000029413	ENSCAFT00000045935		
ENSCAFG00000044920	ENSCAFT00000072152		
ENSCAFG00000014862	ENSCAFT00000091979	484821	SSBP4
ENSCAFG00000014862	ENSCAFT00000074873	484821	SSBP4
ENSCAFG00000014862	ENSCAFT00000060808	484821	SSBP4
ENSCAFG00000014862	ENSCAFT00000088641	484821	SSBP4
ENSCAFG00000014862	ENSCAFT00000023606	484821	SSBP4
ENSCAFG00000014862	ENSCAFT00000045687	484821	SSBP4
ENSCAFG00000040506	ENSCAFT00000058017		
ENSCAFG00000040506	ENSCAFT00000051651		
ENSCAFG00000029947	ENSCAFT00000047104	612036	
ENSCAFG00000038239	ENSCAFT00000064915		
ENSCAFG00000038239	ENSCAFT00000059188		
ENSCAFG00000038239	ENSCAFT00000091393		
ENSCAFG00000038239	ENSCAFT00000064921		
ENSCAFG00000038239	ENSCAFT00000067002		
ENSCAFG00000005339	ENSCAFT00000008596	100685382	
ENSCAFG00000006813	ENSCAFT00000063477	100688110	TRAF6
ENSCAFG00000006813	ENSCAFT00000010962	100688110	TRAF6
ENSCAFG00000000239	ENSCAFT00000064786	483996	PDE7B
ENSCAFG00000000239	ENSCAFT00000000378	483996	PDE7B
ENSCAFG00000004156	ENSCAFT00000006671	483846	QRFPR
ENSCAFG00000008484	ENSCAFT00000081057	482662	MAP9
ENSCAFG00000008484	ENSCAFT00000088716	482662	MAP9
ENSCAFG00000008484	ENSCAFT00000013471	482662	MAP9
ENSCAFG00000011596	ENSCAFT00000018393	485928	MOCS3
ENSCAFG00000031458	ENSCAFT00000016365	477508	
ENSCAFG00000031458	ENSCAFT00000044210	477508	
ENSCAFG00000031458	ENSCAFT00000064697	477508	
ENSCAFG00000031458	ENSCAFT00000016365	477509	
ENSCAFG00000031458	ENSCAFT00000044210	477509	
ENSCAFG00000031458	ENSCAFT00000064697	477509	
ENSCAFG00000015011	ENSCAFT00000081367	608955	TMEM129
ENSCAFG00000015011	ENSCAFT00000023814	608955	TMEM129
ENSCAFG00000010626	ENSCAFT00000016893	487877	DDIT4L
ENSCAFG00000010626	ENSCAFT00000047062	487877	DDIT4L
ENSCAFG00000019426	ENSCAFT00000064361	612202	IZUMO4
ENSCAFG00000019426	ENSCAFT00000030887	612202	IZUMO4
ENSCAFG00000019426	ENSCAFT00000085995	612202	IZUMO4
ENSCAFG00000006498	ENSCAFT00000010494	485336	TAF10
ENSCAFG00000004853	ENSCAFT00000007821		CHPF2
ENSCAFG00000004853	ENSCAFT00000062921		CHPF2
ENSCAFG00000004853	ENSCAFT00000075355		CHPF2
ENSCAFG00000004853	ENSCAFT00000070598		CHPF2
ENSCAFG00000006731	ENSCAFT00000010824		
ENSCAFG00000030060	ENSCAFT00000045985	489166	MFAP3
ENSCAFG00000020818	ENSCAFT00000032925		U6
ENSCAFG00000025985	ENSCAFT00000040268		U6
ENSCAFG00000017611	ENSCAFT00000068884	403704	UACA
ENSCAFG00000017611	ENSCAFT00000083186	403704	UACA
ENSCAFG00000017611	ENSCAFT00000078653	403704	UACA
ENSCAFG00000017611	ENSCAFT00000027926	403704	UACA
ENSCAFG00000017611	ENSCAFT00000093538	403704	UACA
ENSCAFG00000017611	ENSCAFT00000090276	403704	UACA
ENSCAFG00000017611	ENSCAFT00000038417	403704	UACA
ENSCAFG00000017611	ENSCAFT00000060681	403704	UACA
ENSCAFG00000017611	ENSCAFT00000090147	403704	UACA
ENSCAFG00000014088	ENSCAFT00000061694	609672	TBATA
ENSCAFG00000014088	ENSCAFT00000022369	609672	TBATA
ENSCAFG00000041294	ENSCAFT00000091265		TFAP2E
ENSCAFG00000004267	ENSCAFT00000006890	100856745	HADHA
ENSCAFG00000011941	ENSCAFT00000064886	608006	TARS2
ENSCAFG00000011941	ENSCAFT00000086334	608006	TARS2
ENSCAFG00000011941	ENSCAFT00000082505	608006	TARS2
ENSCAFG00000011941	ENSCAFT00000019016	608006	TARS2
ENSCAFG00000049051	ENSCAFT00000064404		
ENSCAFG00000008157	ENSCAFT00000012975		TMEM70
ENSCAFG00000032316	ENSCAFT00000049370		
ENSCAFG00000008674	ENSCAFT00000067196	478255	RASGRP1
ENSCAFG00000008674	ENSCAFT00000063284	478255	RASGRP1
ENSCAFG00000008674	ENSCAFT00000049651	478255	RASGRP1
ENSCAFG00000008674	ENSCAFT00000013805	478255	RASGRP1
ENSCAFG00000006187	ENSCAFT00000010007	485791	CENPB
ENSCAFG00000041139	ENSCAFT00000074043		
ENSCAFG00000014619	ENSCAFT00000078997	486424	HIRA
ENSCAFG00000014619	ENSCAFT00000043980	486424	HIRA
ENSCAFG00000014619	ENSCAFT00000023274	486424	HIRA
ENSCAFG00000014619	ENSCAFT00000074015	486424	HIRA
ENSCAFG00000014619	ENSCAFT00000067759	486424	HIRA
ENSCAFG00000014619	ENSCAFT00000069405	486424	HIRA
ENSCAFG00000034164	ENSCAFT00000050421		
ENSCAFG00000034164	ENSCAFT00000083201		
ENSCAFG00000034164	ENSCAFT00000093920		
ENSCAFG00000034164	ENSCAFT00000086497		
ENSCAFG00000034164	ENSCAFT00000084583		
ENSCAFG00000006406	ENSCAFT00000010335	475432	AMDHD1
ENSCAFG00000006406	ENSCAFT00000084249	475432	AMDHD1
ENSCAFG00000006406	ENSCAFT00000010343	475432	AMDHD1
ENSCAFG00000006406	ENSCAFT00000010335	482609	AMDHD1
ENSCAFG00000006406	ENSCAFT00000084249	482609	AMDHD1
ENSCAFG00000006406	ENSCAFT00000010343	482609	AMDHD1
ENSCAFG00000031807	ENSCAFT00000048484	102152132	ZNF146
ENSCAFG00000000040	ENSCAFT00000071207	483942	CCDC102B
ENSCAFG00000000040	ENSCAFT00000093190	483942	CCDC102B
ENSCAFG00000000040	ENSCAFT00000000060	483942	CCDC102B
ENSCAFG00000000040	ENSCAFT00000066785	483942	CCDC102B
ENSCAFG00000047003	ENSCAFT00000085765	609033	ANAPC13
ENSCAFG00000009660	ENSCAFT00000067841	610219	MORC3
ENSCAFG00000009660	ENSCAFT00000015342	610219	MORC3
ENSCAFG00000004254	ENSCAFT00000006827	482510	FAAH
ENSCAFG00000006502	ENSCAFT00000072847	485337	TPP1
ENSCAFG00000006502	ENSCAFT00000082032	485337	TPP1
ENSCAFG00000006502	ENSCAFT00000010498	485337	TPP1
ENSCAFG00000032483	ENSCAFT00000071071	610524	LY96
ENSCAFG00000032483	ENSCAFT00000049046	610524	LY96
ENSCAFG00000042549	ENSCAFT00000082275		
ENSCAFG00000036371	ENSCAFT00000051231		
ENSCAFG00000043174	ENSCAFT00000091255		
ENSCAFG00000043174	ENSCAFT00000075948		
ENSCAFG00000043174	ENSCAFT00000072087		
ENSCAFG00000043174	ENSCAFT00000083818		
ENSCAFG00000043174	ENSCAFT00000073711		
ENSCAFG00000010398	ENSCAFT00000016531	478736	KIAA0319
ENSCAFG00000010398	ENSCAFT00000068199	478736	KIAA0319
ENSCAFG00000010398	ENSCAFT00000047018	478736	KIAA0319
ENSCAFG00000004160	ENSCAFT00000081806	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000062206	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000063235	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000085375	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000006675	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000087633	100855775	TNIP3
ENSCAFG00000004160	ENSCAFT00000084102	100855775	TNIP3
ENSCAFG00000032250	ENSCAFT00000008603	482536	OR4N2
ENSCAFG00000001101	ENSCAFT00000068371	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000061187	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000001683	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000086540	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000077068	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000092180	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000076288	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000073741	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000001685	476290	PTPRK
ENSCAFG00000001101	ENSCAFT00000086428	476290	PTPRK
ENSCAFG00000006825	ENSCAFT00000092615	608532	PRR5L
ENSCAFG00000006825	ENSCAFT00000062852	608532	PRR5L
ENSCAFG00000006825	ENSCAFT00000075017	608532	PRR5L
ENSCAFG00000006825	ENSCAFT00000010974	608532	PRR5L
ENSCAFG00000011572	ENSCAFT00000018351	485929	KCNG1
ENSCAFG00000023943	ENSCAFT00000010582	611742	ZNF565
ENSCAFG00000023943	ENSCAFT00000080558	611742	ZNF565
ENSCAFG00000023943	ENSCAFT00000074138	611742	ZNF565
ENSCAFG00000046243	ENSCAFT00000082729		
ENSCAFG00000046437	ENSCAFT00000060806		
ENSCAFG00000046437	ENSCAFT00000060506		
ENSCAFG00000011629	ENSCAFT00000062735	483697	CLCF1
ENSCAFG00000011629	ENSCAFT00000018468	483697	CLCF1
ENSCAFG00000011629	ENSCAFT00000048748	483697	CLCF1
ENSCAFG00000011629	ENSCAFT00000018455	483697	CLCF1
ENSCAFG00000011629	ENSCAFT00000062735	611847	CLCF1
ENSCAFG00000011629	ENSCAFT00000018468	611847	CLCF1
ENSCAFG00000011629	ENSCAFT00000048748	611847	CLCF1
ENSCAFG00000011629	ENSCAFT00000018455	611847	CLCF1
ENSCAFG00000008584	ENSCAFT00000036612	478432	CXCL10
ENSCAFG00000029937	ENSCAFT00000048406	486164	EFHD1
ENSCAFG00000017653	ENSCAFT00000067584	489167	FAM114A2
ENSCAFG00000017653	ENSCAFT00000027999	489167	FAM114A2
ENSCAFG00000003548	ENSCAFT00000005698	475339	NCDN
ENSCAFG00000003548	ENSCAFT00000072430	475339	NCDN
ENSCAFG00000006190	ENSCAFT00000010012	485792	SPEF1
ENSCAFG00000030818	ENSCAFT00000038257	482537	
ENSCAFG00000007197	ENSCAFT00000078647	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000047248	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000049007	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000067567	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000072957	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000039843	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000068373	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000071569	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000083452	403846	ASPH
ENSCAFG00000007197	ENSCAFT00000080932	403846	ASPH
ENSCAFG00000043587	ENSCAFT00000088253		
ENSCAFG00000040645	ENSCAFT00000052353		
ENSCAFG00000040645	ENSCAFT00000083794		
ENSCAFG00000029504	ENSCAFT00000046705	100685146	ZNF432
ENSCAFG00000041656	ENSCAFT00000089985		cfa-mir-8871
ENSCAFG00000011373	ENSCAFT00000048796	610891	SUSD4
ENSCAFG00000011373	ENSCAFT00000061275	610891	SUSD4
ENSCAFG00000011373	ENSCAFT00000018068	610891	SUSD4
ENSCAFG00000013724	ENSCAFT00000021788	612044	
ENSCAFG00000041899	ENSCAFT00000080148		
ENSCAFG00000041899	ENSCAFT00000060030		
ENSCAFG00000011937	ENSCAFT00000018949	102154280	PGBD1
ENSCAFG00000015460	ENSCAFT00000038079		
ENSCAFG00000030019	ENSCAFT00000049232	489217	TRIAP1
ENSCAFG00000010726	ENSCAFT00000017076	478630	CLPTM1L
ENSCAFG00000018711	ENSCAFT00000029705	489227	RANBP3L
ENSCAFG00000018711	ENSCAFT00000046391	489227	RANBP3L
ENSCAFG00000009832	ENSCAFT00000015609	488222	GFOD1
ENSCAFG00000008859	ENSCAFT00000014065	403559	SOD1
ENSCAFG00000008859	ENSCAFT00000065394	403559	SOD1
ENSCAFG00000014100	ENSCAFT00000022384	489032	SGPL1
ENSCAFG00000014100	ENSCAFT00000086472	489032	SGPL1
ENSCAFG00000000886	ENSCAFT00000001378	476271	DSE
ENSCAFG00000000886	ENSCAFT00000065850	476271	DSE
ENSCAFG00000000886	ENSCAFT00000061742	476271	DSE
ENSCAFG00000000886	ENSCAFT00000068216	476271	DSE
ENSCAFG00000046602	ENSCAFT00000085113		
ENSCAFG00000046602	ENSCAFT00000084721		
ENSCAFG00000032716	ENSCAFT00000067837	609940	EMCN
ENSCAFG00000032716	ENSCAFT00000085662	609940	EMCN
ENSCAFG00000032716	ENSCAFT00000088836	609940	EMCN
ENSCAFG00000032716	ENSCAFT00000044650	609940	EMCN
ENSCAFG00000008170	ENSCAFT00000012994	487001	JPH1
ENSCAFG00000006754	ENSCAFT00000076725	477075	CEP63
ENSCAFG00000006754	ENSCAFT00000060738	477075	CEP63
ENSCAFG00000006754	ENSCAFT00000076024	477075	CEP63
ENSCAFG00000006754	ENSCAFT00000010879	477075	CEP63
ENSCAFG00000006754	ENSCAFT00000090146	477075	CEP63
ENSCAFG00000006754	ENSCAFT00000010883	477075	CEP63
ENSCAFG00000022106	ENSCAFT00000034213		U6
ENSCAFG00000020707	ENSCAFT00000032814		U6
ENSCAFG00000045533	ENSCAFT00000072505		
ENSCAFG00000022904	ENSCAFT00000035011		U6
ENSCAFG00000045848	ENSCAFT00000076433		
ENSCAFG00000035312	ENSCAFT00000057603	111094591	
ENSCAFG00000032133	ENSCAFT00000043477	106557539	ZSCAN31
ENSCAFG00000045518	ENSCAFT00000070268	100685916	CXCL11
ENSCAFG00000029631	ENSCAFT00000048227	611669	ZNF613
ENSCAFG00000041624	ENSCAFT00000091902		
ENSCAFG00000010314	ENSCAFT00000016374	477510	SRSF9
ENSCAFG00000019427	ENSCAFT00000092108	612205	MOB3A
ENSCAFG00000019427	ENSCAFT00000030888	612205	MOB3A
ENSCAFG00000011625	ENSCAFT00000045569	485930	NFATC2
ENSCAFG00000011625	ENSCAFT00000065134	485930	NFATC2
ENSCAFG00000011625	ENSCAFT00000018458	485930	NFATC2
ENSCAFG00000008527	ENSCAFT00000013544	482663	GUCY1A1
ENSCAFG00000013830	ENSCAFT00000021965	483745	CAPN1
ENSCAFG00000015016	ENSCAFT00000078176	488810	SLBP
ENSCAFG00000015016	ENSCAFT00000076372	488810	SLBP
ENSCAFG00000015016	ENSCAFT00000023830	488810	SLBP
ENSCAFG00000023384	ENSCAFT00000035916	111098873	CCDC38
ENSCAFG00000046728	ENSCAFT00000062491		
ENSCAFG00000007854	ENSCAFT00000012562	479148	CAST
ENSCAFG00000007854	ENSCAFT00000069632	479148	CAST
ENSCAFG00000007854	ENSCAFT00000063732	479148	CAST
ENSCAFG00000007854	ENSCAFT00000069488	479148	CAST
ENSCAFG00000007854	ENSCAFT00000087100	479148	CAST
ENSCAFG00000007854	ENSCAFT00000081122	479148	CAST
ENSCAFG00000007854	ENSCAFT00000065021	479148	CAST
ENSCAFG00000007854	ENSCAFT00000071112	479148	CAST
ENSCAFG00000007854	ENSCAFT00000062227	479148	CAST
ENSCAFG00000007854	ENSCAFT00000012569	479148	CAST
ENSCAFG00000029395	ENSCAFT00000060330	607926	
ENSCAFG00000029395	ENSCAFT00000084140	607926	
ENSCAFG00000029395	ENSCAFT00000045410	607926	
ENSCAFG00000043239	ENSCAFT00000070876		
ENSCAFG00000043239	ENSCAFT00000064124		
ENSCAFG00000043239	ENSCAFT00000087820		
ENSCAFG00000014385	ENSCAFT00000022850	100855885	
ENSCAFG00000000042	ENSCAFT00000000062		
ENSCAFG00000004259	ENSCAFT00000006832	610446	NSUN4
ENSCAFG00000030013	ENSCAFT00000063728	607341	RHEX
ENSCAFG00000030013	ENSCAFT00000048475	607341	RHEX
ENSCAFG00000045662	ENSCAFT00000087580		
ENSCAFG00000026059	ENSCAFT00000040342		U6
ENSCAFG00000006578	ENSCAFT00000010610	612614	COX7A1
ENSCAFG00000047562	ENSCAFT00000053063		
ENSCAFG00000047562	ENSCAFT00000063950		
ENSCAFG00000009838	ENSCAFT00000015639	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000015619	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000075926	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000070458	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000086764	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000071348	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000084177	478726	SIRT5
ENSCAFG00000009838	ENSCAFT00000015639	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000015619	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000075926	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000070458	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000086764	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000071348	478727	SIRT5
ENSCAFG00000009838	ENSCAFT00000084177	478727	SIRT5
ENSCAFG00000043655	ENSCAFT00000083281		
ENSCAFG00000030358	ENSCAFT00000045998		U6
ENSCAFG00000046710	ENSCAFT00000092176		
ENSCAFG00000046710	ENSCAFT00000067442		
ENSCAFG00000045735	ENSCAFT00000092402		
ENSCAFG00000045735	ENSCAFT00000073420		
ENSCAFG00000020761	ENSCAFT00000032868		U6
ENSCAFG00000030097	ENSCAFT00000045973		ACP1
ENSCAFG00000011465	ENSCAFT00000018185		
ENSCAFG00000008587	ENSCAFT00000013631	477617	SPATS2
ENSCAFG00000038204	ENSCAFT00000091203		
ENSCAFG00000038204	ENSCAFT00000050762		
ENSCAFG00000038204	ENSCAFT00000056357		
ENSCAFG00000008442	ENSCAFT00000063452	486264	ANAPC7
ENSCAFG00000008442	ENSCAFT00000013409	486264	ANAPC7
ENSCAFG00000043071	ENSCAFT00000037769	477169	C20orf27
ENSCAFG00000043071	ENSCAFT00000071986	477169	C20orf27
ENSCAFG00000043071	ENSCAFT00000010021	477169	C20orf27
ENSCAFG00000050033	ENSCAFT00000071676		
ENSCAFG00000046357	ENSCAFT00000093159		
ENSCAFG00000024969	ENSCAFT00000016330	100685048	
ENSCAFG00000028524	ENSCAFT00000045916	612276	IFNLR1
ENSCAFG00000019429	ENSCAFT00000030889	612212	MKNK2
ENSCAFG00000042812	ENSCAFT00000093270		
ENSCAFG00000042812	ENSCAFT00000086431		
ENSCAFG00000042812	ENSCAFT00000071344		
ENSCAFG00000001390	ENSCAFT00000002145	100684392	RMI1
ENSCAFG00000000043	ENSCAFT00000069831	476176	TMX3
ENSCAFG00000000043	ENSCAFT00000062715	476176	TMX3
ENSCAFG00000000043	ENSCAFT00000000063	476176	TMX3
ENSCAFG00000010318	ENSCAFT00000016382		DYNLL1
ENSCAFG00000027762	ENSCAFT00000042045		U6
ENSCAFG00000044018	ENSCAFT00000083348		
ENSCAFG00000006832	ENSCAFT00000080937	608575	COMMD9
ENSCAFG00000006832	ENSCAFT00000010987	608575	COMMD9
ENSCAFG00000023739	ENSCAFT00000036689	491508	
ENSCAFG00000048269	ENSCAFT00000073312		
ENSCAFG00000048269	ENSCAFT00000088444		
ENSCAFG00000004260	ENSCAFT00000006834	608530	
ENSCAFG00000005468	ENSCAFT00000064832	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000061137	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000082564	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000082244	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000084047	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000079607	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000068950	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000008866	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000008870	478019	PFKP
ENSCAFG00000005468	ENSCAFT00000076468	478019	PFKP
ENSCAFG00000046373	ENSCAFT00000071349		
ENSCAFG00000049544	ENSCAFT00000082689		
ENSCAFG00000047150	ENSCAFT00000080637		cfa-mir-8800
ENSCAFG00000025710	ENSCAFT00000039993		MIR671
ENSCAFG00000026045	ENSCAFT00000040328		U6
ENSCAFG00000024901	ENSCAFT00000068106		ZSCAN12
ENSCAFG00000024901	ENSCAFT00000018931		ZSCAN12
ENSCAFG00000003557	ENSCAFT00000087561	482483	KIAA0319L
ENSCAFG00000003557	ENSCAFT00000005731	482483	KIAA0319L
ENSCAFG00000011734	ENSCAFT00000018647	606979	DCUN1D1
ENSCAFG00000011734	ENSCAFT00000081928	606979	DCUN1D1
ENSCAFG00000011368	ENSCAFT00000018059	488605	TLR5
ENSCAFG00000039578	ENSCAFT00000055341		
ENSCAFG00000039578	ENSCAFT00000091986		
ENSCAFG00000039578	ENSCAFT00000069980		
ENSCAFG00000039578	ENSCAFT00000079640		
ENSCAFG00000020650	ENSCAFT00000032757		U6
ENSCAFG00000005840	ENSCAFT00000009413	609760	ARL6IP6
ENSCAFG00000016545	ENSCAFT00000026199		
ENSCAFG00000008178	ENSCAFT00000013007	487002	GDAP1
ENSCAFG00000008178	ENSCAFT00000067230	487002	GDAP1
ENSCAFG00000043175	ENSCAFT00000081475		
ENSCAFG00000043175	ENSCAFT00000087064		
ENSCAFG00000006199	ENSCAFT00000064288	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000093783	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000085071	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000089705	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000063435	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000085408	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000063468	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000084532	476992	ATP11A
ENSCAFG00000006199	ENSCAFT00000010034	476992	ATP11A
ENSCAFG00000010120	ENSCAFT00000016081	476608	RAD54L2
ENSCAFG00000036551	ENSCAFT00000054552		
ENSCAFG00000036551	ENSCAFT00000083264		
ENSCAFG00000046069	ENSCAFT00000073045		
ENSCAFG00000000244	ENSCAFT00000000380	483997	MTFR2
ENSCAFG00000044175	ENSCAFT00000066298		
ENSCAFG00000030229	ENSCAFT00000048201		
ENSCAFG00000032440	ENSCAFT00000033604		U6
ENSCAFG00000001399	ENSCAFT00000047704	100855638	HNRNPK
ENSCAFG00000001399	ENSCAFT00000002165	100855638	HNRNPK
ENSCAFG00000011487	ENSCAFT00000018245	486633	BCAT1
ENSCAFG00000011487	ENSCAFT00000077668	486633	BCAT1
ENSCAFG00000011487	ENSCAFT00000088004	486633	BCAT1
ENSCAFG00000011487	ENSCAFT00000086203	486633	BCAT1
ENSCAFG00000011487	ENSCAFT00000074750	486633	BCAT1
ENSCAFG00000014104	ENSCAFT00000022390	609680	PCBD1
ENSCAFG00000046252	ENSCAFT00000077722		
ENSCAFG00000046252	ENSCAFT00000093524		
ENSCAFG00000032268	ENSCAFT00000043334		
ENSCAFG00000038121	ENSCAFT00000073480		
ENSCAFG00000038121	ENSCAFT00000056938		
ENSCAFG00000014879	ENSCAFT00000023622	609889	LRRC25
ENSCAFG00000019432	ENSCAFT00000030891	485074	BTBD2
ENSCAFG00000030698	ENSCAFT00000048626	612279	IL22RA1
ENSCAFG00000004865	ENSCAFT00000085580	475541	SMARCD3
ENSCAFG00000004865	ENSCAFT00000007846	475541	SMARCD3
ENSCAFG00000006518	ENSCAFT00000049546	475600	DCTN6
ENSCAFG00000006518	ENSCAFT00000010527	475600	DCTN6
ENSCAFG00000045964	ENSCAFT00000067416		
ENSCAFG00000049648	ENSCAFT00000083080		
ENSCAFG00000048130	ENSCAFT00000060338		
ENSCAFG00000008704	ENSCAFT00000077756	487486	THBS1
ENSCAFG00000008704	ENSCAFT00000013882	487486	THBS1
ENSCAFG00000047683	ENSCAFT00000075134		
ENSCAFG00000008956	ENSCAFT00000014229	483118	SPR
ENSCAFG00000020965	ENSCAFT00000033072		U6
ENSCAFG00000046342	ENSCAFT00000068433	609233	
ENSCAFG00000042100	ENSCAFT00000066359		
ENSCAFG00000010652	ENSCAFT00000016946	488453	STK17B
ENSCAFG00000049288	ENSCAFT00000089317		
ENSCAFG00000049288	ENSCAFT00000058940		
ENSCAFG00000043265	ENSCAFT00000067226	102153096	OR11H12
ENSCAFG00000031314	ENSCAFT00000070055	611746	CAPNS1
ENSCAFG00000031314	ENSCAFT00000046003	611746	CAPNS1
ENSCAFG00000041913	ENSCAFT00000061832		
ENSCAFG00000016547	ENSCAFT00000075164	611298	UIMC1
ENSCAFG00000016547	ENSCAFT00000093929	611298	UIMC1
ENSCAFG00000016547	ENSCAFT00000026215	611298	UIMC1
ENSCAFG00000031059	ENSCAFT00000048625	476026	SPDYC
ENSCAFG00000014882	ENSCAFT00000023627	484822	GDF15
ENSCAFG00000030027	ENSCAFT00000049940	491432	
ENSCAFG00000050049	ENSCAFT00000075772		
ENSCAFG00000006532	ENSCAFT00000010588	476837	DCHS1
ENSCAFG00000004263	ENSCAFT00000073961	608535	LRRC41
ENSCAFG00000004263	ENSCAFT00000089138	608535	LRRC41
ENSCAFG00000004263	ENSCAFT00000090511	608535	LRRC41
ENSCAFG00000004263	ENSCAFT00000006845	608535	LRRC41
ENSCAFG00000024439	ENSCAFT00000024505	476049	SLC22A8
